,text,Sentiment,Target_type
607,"['amsakar', 'harap', 'dampak', 'positif', 'ekonomi', 'pariwisata']",positif,1
608,"['buka', 'ragu', 'vaksin', 'made', 'in', 'cina', 'ya', 'takut', 'aja', 'vaksin', 'sicnovac', 'nya', 'hasil', 'ntar']",negatif,0
609,"['puskesmas', 'garawangi', 'lokasi', 'launching', 'suntik', 'vaksin', 'covid', 'kabupaten']",positif,1
610,"['assalamualaikum', 'sehat', 'bahagia', 'aamiin', 'pandemi', 'ganas']",positif,1
611,"['ayo', 'bantu', 'ya', 'prok', 'prok', 'prok', 'yak', '']",positif,1
612,"['semangat', 'pagi', 'senyum']",positif,1
613,"['ayo', 'selamat', 'nyawa']",positif,1
614,"['waspada', 'virus', 'corona', '', 'perang']",positif,1
615,"['vaksin', 'sinovac', 'aman', 'halal', 'resiko']",positif,1
616,"['vaksin', 'covid']",positif,1
617,"['presiden', 'aja', 'berani', 'vaksin', 'covid']",positif,1
618,"['cegah', 'covid', 'dukung', 'program', 'perintah', 'vaksinasi']",positif,1
619,['alas'],positif,1
620,['ragu'],positif,1
621,"['tuju', 'jangka']",positif,1
622,"['aman', 'vaksin']",positif,1
623,"['giat', 'vaksinasi', 'alur', 'vaksin']",positif,1
624,['halal'],positif,1
625,"['upaya', 'perintah']",positif,1
626,"['lolos', 'uji']",positif,1
627,"['lindungu', 'rakyat']",positif,1
628,['jamin'],positif,1
629,"['mantap', 'jkw']",positif,1
630,['atas'],positif,1
631,['lindung'],positif,1
632,"['ahli', 'dokter', 'vaksin']",positif,1
633,"['bantu', 'biar', 'nggak']",positif,1
634,"['sukses', 'giat', 'kodim', 'pekanbaru', 'tau', 'laksana', 'vaksinasi']",positif,1
635,"['lindung', 'keluarga', 'vaksinasi']",positif,1
636,"['ikhtiar', 'halau', 'covid', 'aceh', 'humas']",positif,1
637,['suci'],positif,1
638,"['sembuh', 'covid', 'simak', 'langsung', 'video', 'share']",positif,1
639,[],positif,1
640,['vaksin'],positif,1
641,"['masyarakat', 'indonesia']",positif,1
642,"['denger', 'ya', 'vaksin', 'lindung', 'yg', 'terima', 'vaksin', 'covid', 'tanam', 'chips']",positif,1
643,"['patuh', 'prokes', 'teman']",positif,1
644,"['takut', 'vaksin', 'vaksin', 'covid', 'produksi', 'sinovac', 'suci']",positif,1
645,['dukung'],positif,1
646,"['indonesia', 'salah']",positif,1
647,[],positif,1
648,[],positif,1
649,"['mari', 'sukses', 'vaksinasi', 'covid', 'daerah', 'pandemi']",positif,1
650,"['indonesia', 'aman', 'juta', 'dosis', 'vaksin']",positif,1
651,"['ayo', 'dukung']",positif,1
652,"['takut', 'vaksin', 'takut', 'sakit', 'aja', 'prof', 'kusnandi']",positif,1
653,"['moga', 'vaksinasi', 'jalan']",positif,1
654,[],negatif,0
655,['vaksinasi'],positif,1
656,"['mari', 'dukung', 'progeam', 'vaksinasi']",positif,1
657,"['sehat', 'baik', 'ekonomi']",positif,1
658,"['layan', 'vaksinasi']",positif,1
659,['ragu'],positif,1
660,"['vaksinya', 'aman']",positif,1
661,['presiden'],positif,1
662,['cegah'],positif,1
663,"['masyarakat', 'indonesia', 'vaksin', 'pulih', 'indonesia', 'mari', 'dukung', 'program', 'vaksinasi', 'vaksin', 'lancar']",positif,1
664,"['vaksin', 'lancar', 'rakyat', 'kuat', 'ayo', 'dukung', 'program', 'vaksinasi', 'kovid', 'nasional']",positif,1
665,"['pulih', 'indonesia', 'vaksin', '', 'vaksin', 'lancar', 'rakyat']",positif,1
666,"['', 'ayoo', 'satu', 'lawan']",positif,1
667,"['dukung', 'program', 'perintah', 'laksana', 'vaksin']",positif,1
668,"['vaksinasi', 'solusi', 'atas']",op,1
669,"['vaksinasi', 'bebas', 'pandemi']",positif,1
670,"['vaksin', 'lindung']",positif,1
671,"['masyarakat', 'indonesias', 'vaksin', 'pulih', 'indonesia', 'bebas', 'kovid']",positif,1
672,"['dukung', 'program', 'vaksinasi', 'covid', 'bebas', 'kovid', 'percaya']",positif,1
673,"['tolak', 'vaksin', 'bebas', 'kovid', 'percaya']",positif,1
674,"['vaksin', 'dampak', 'langsung', 'pulih', 'ekonomi']",positif,1
675,"['grobogan', 'laksana', 'vaksin', 'sehat', 'pulih', 'ekonomi']",[p,1
676,"['satu', 'awat', 'nasional', 'indonesia', 'ppni', 'dukung', 'vaksinasi']",positif,1
677,"['satu', 'awat', 'nasional', 'endonesia', '', 'ppni', '', 'support', 'vaksinasi']",positif,1
678,"['satu', 'pelihara', 'lokal', 'ri', '', 'satu', 'awat', 'nasional', 'indonesia', '', 'bawa', 'vaksinasi']",positif,1
679,"['satu', 'awat', 'nasional', 'endonesia', '', 'ppni', '', 'ndukung', 'vaksinasi']",positif,1
680,"['satu', 'jaga', 'lokal', 'republik', 'indonesia', '', 'satu', 'awat', 'nasional', 'indonesia', '', 'bopong', 'vaksinasi']",positif,1
681,"['satu', 'awat', 'nasional', 'endonesia', '', 'ppni', '', 'dkng', 'vaksinasi']",positif,1
682,"['satu', 'lindung', 'negeri', 'republik', 'indonesia', '', 'satu', 'awat', 'nasional', 'indonesia', '', 'panggul', 'vaksinasi']",positif,1
683,"['presiden', 'joko', 'wododo', 'indonesia', 'milik', 'kuat', 'sektor']",positif,1
684,"['presiden', 'joko', 'wododo', 'nan', 'utara', 'ri', 'pengaruh', 'sektor']",positif,1
685,"['prsidem', 'joko', 'wododo', 'yng', 'bhw', 'endonesia', 'memilki', 'kuat', 'gede', 'sektor']",positif,1
686,"['presiden', 'joko', 'wododo', 'nan', 'tengah', 'republik', 'indonesia', 'kantong', 'terampil', 'sektor']",positif,1
687,"['persiden', 'joko', 'wododo', 'yng', 'bhwa', 'endonesia', 'ngemiliki', 'kuat', 'bsr', 'sektor']",positif,1
688,"['presiden', 'joko', 'wododo', 'nan', 'tengah', 'ri', 'pegang', 'kebal', 'sektor']",positif,1
689,"['grab', 'dukung', 'program', 'vaksinasi', 'covid', 'rata']",positif,1
690,"['grab', 'dkng', 'prgrm', 'vaksinasi', 'covid', 'yg', 'rata']",positif,1
691,"['grab', 'bopong', 'rencana', 'vaksinasi', 'covid', 'nan', 'semerbak']",positif,1
692,"['grab', 'panggul', 'agenda', 'vaksinasi', 'covid', 'nan', 'ruak']",positif,1
693,"['grab', 'ndukung', 'prgrm', 'vaksinasi', 'covid', 'yng', 'rata']",positif,1
694,"['grab', 'bopong', 'rencana', 'vaksinasi', 'covid', 'nan', 'luas', 'republik']",positif,1
695,"['grab', 'suport', 'prgrm', 'vaksinasi', 'covid', 'yng', 'rata']",positif,1
696,"['idi', 'saran', 'vaksin', 'covid', 'antibodi', 'optimal']",positif,1
697,"['yok', 'biar', 'bs', 'mejeng']",positif,1
698,"['yuk', 'dukung']",positif,1
699,"['halal', 'suci']",positif,1
700,"['saran', 'idi', 'vaksinasi', 'covid', 'antibodi']",positif,1
701,"['lengah', 'laku', 'vaksinasi', 'dosis', 'ya', 'lur', 'tetep', 'ya']",positif,1
702,"['tenaga', 'sehat', 'majenang', 'cilacap', 'vaksin']",positif,1
703,"['pekan', 'kemarin', 'proses', 'sunti', 'vaksin', 'covid', 'perdana', 'nakes']",positif,1
704,"['perintah', 'upaya', 'vaksin', 'covid', 'aman']",positif,1
705,"['program', 'vaksinasi', 'covid', 'jawa', 'barat', 'dukung', 'tenaga']",positif,1
706,"['vaksinasi', 'anggap', 'kunci', 'pulih', 'ekonomi', 'negara', 'dunia', 'indonesia']",positif,1
707,"['sukses', 'vaksinasi', 'covid']",positif,1
708,['yuk'],positif,1
709,['cegah'],positif,1
710,['yuk'],positif,1
711,"['dukung', 'program']",positif,1
712,['proteksi'],positif,1
713,[],positif,1
714,"['vaksin', 'tu', 'aman', 'halal']",positif,1
715,"['vaksin', 'perintah', 'mandiri', 'sedia', 'gratis']",positif,1
716,"['paham', 'atur']",positif,1
717,"['polisi', 'kawal', 'ketat', 'distribusi', 'covid']",positif,1
718,"['bentuk', 'ikhtiar', 'smoga', 'pandemi', 'sehat']",positif,1
719,"['bupati', 'pamekasan', 'ajak', 'warga', 'vaksin']",positif,1
720,"['pandemi', 'kasih', 'kendor', 'patuh', 'protokol', 'sehat']",positif,1
721,['vaksinasi'],positif,1
722,"['vaksin', 'halal']",positif,1
723,"['ayo', 'dukung', 'program']",positif,1
724,"['dinkes', 'mojokerto', 'terima', 'ribu', 'vaksin', 'sinovac', 'tahap']",positif,1
725,"['video', 'distribusi', 'vaksin', 'kawal', 'mobil', 'baracuda', 'probolinggo']",positif,1
726,"['suntik', 'vaksin', 'covid', 'tanggal', 'januari', 'jadwal', 'tetap']",positif,1
727,"['ayo', 'terap', 'tolak', 'vaksin', 'bebas', 'kovid', 'percaya']",positif,1
728,"['vaksin', 'bukti', 'aman']",positif,1
729,"['ayoo', 'dukung']",positif,1
730,"['dukung', 'tangan']",positif,1
731,"['sertifikat', 'bpom']",positif,1
732,"['coba', 'cek', 'info', 'aj']",positif,1
733,"['dukung', 'program', 'vaksinasi', 'nasional']",positif,1
734,"['dukung', 'vaksinasi', 'alir', 'kapolsek', 'kalibagor', 'akp', 'dwi', 'astuti', 'ratna']",positif,1
735,"['kriteria', 'kriteria', 'aman', 'terima', 'vaksin', 'sinovac', 'qluebie', 'kali', 'hadir', 'alur']",positif,1
736,"['vaksinasi', 'sunti', 'angin', 'segar', 'sektor', 'properti', 'via']",positif,1
737,"['cek', 'kesiap', 'vaksinasi', 'fadeli', 'serah', 'mobil', 'ambulance']",positif,1
738,"['mendagri', 'apresiasi', 'langkah', 'menkes', 'data', 'kpu']",positif,1
739,"['penyitas', 'covid', 'donor', 'plasma', 'konvalesen', 'bantu', 'sembuh', 'pasien']",positif,1
740,"['vaksinasi', 'ikhtiar', 'presiden', 'tangan', 'pandemi', 'covid', 'andi', 'zulkarnain', 'bantu', 'asisten', 'staf', 'khusus']",positif,1
741,"['langkah', 'kontras', 'bolsonaro', 'hina', 'vaksin', 'china']",positif,1
742,"['vaksin', 'nyata', 'aman', 'halal']",positif,1
743,"['vaksin', 'uji', 'klinis', 'aman']",positif,1
744,"['simbolis', 'vaksinasi', 'covid', 'laksana', 'disabilitas', 'usul', 'perintah', 'kota', 'malang']",positif,1
745,"['perintah', 'jadi', 'tni', 'polri', 'prioritas', 'vaksinasi']",positif,1
746,"['tahap', 'vaksinasi']",positif,1
747,"['vaksinasi', 'tenaga', 'sehat', 'puskesmas', 'kalibagor', 'jalan', 'sukses', 'lancar']",positif,1
748,"['aplikasi', 'pcare', 'ganguan', 'proses', 'vaksinasi', 'kendala', 'vaksinasi', 'covid', 'tahap']",positif,1
749,"['fit', 'bupati', 'grobogan', 'suntik', 'vaksin']",positif,1
750,"['program', 'vaksinasi', 'covid', 'indonesia', 'target', 'selesai']",positif,1
751,"['vaksinasi', 'ampuh', 'cegah', 'virus', 'covid', 'sukses']",positif,1
752,"['vaksinasi', 'tu', 'ampuh', 'cegah', 'virus', 'covid', 'sukes', 'untk']",positif,1
753,"['vaksinasi', 'asosiasi', 'muslim', 'usaha', 'umrah', 'haji', 'tolak', 'virus', 'covid', 'sukses', 'republik']",positif,1
754,"['vaksinasi', 'tuh', 'ampuh', 'untk', 'cegah', 'virus', 'covid', 'sukes', 'utk']",positif,1
755,"['vaksinasi', 'asosiasi', 'muslim', 'usaha', 'umrah', 'haji', 'jumpa', 'panggang', 'virus', 'covid', 'gol', 'jumpa']",positif,1
756,"['vaksinasi', 'iku', 'ampuh', 'tuk', 'cegah', 'virus', 'covid', 'sukes']",positif,1
757,"['presiden', 'joko', 'widodo', 'program', 'vaksinasi', 'ni', 'harap', 'percaya', 'publik']",positif,1
758,"['vaksinasi', 'asosiasi', 'muslim', 'usaha', 'umrah', 'haji', 'jumpa', 'awal', 'virus', 'covid', 'maju']",positif,1
759,"['persiden', 'joko', 'widodo', 'yg', 'bhw', 'adanuya', 'prgrm', 'vaksinasi', 'ni', 'kt', 'hrp', 'kn', 'keprcayaan', 'publik', 'ttg', 'penangann']",positif,1
760,"['presiden', 'joko', 'widodo', 'nan', 'proklamasi', 'skedul', 'vaksinasi', 'ni', 'harap', 'agama', 'komunal']",positif,1
761,"['persiden', 'joko', 'widodo', 'yg', 'bhw', 'adanuya', 'prgrm', 'vaksinasi', 'ni', 'qta', 'hrpkan', 'keprcayaan', 'publik', 'ttg', 'penangann']",positif,1
762,"['presiden', 'joko', 'widodo', 'nan', 'lapor', 'rencana', 'vaksinasi', 'ni', 'harap', 'agama', 'khalayak']",positif,1
763,"['oresiden', 'joko', 'widodo', 'yng', 'bhw', 'adanuya', 'prgrm', 'vaksinasi', 'ni', 'kt', 'harapkn', 'keprcayaan', 'publik', 'ttng', 'penangann']",positif,1
764,"['presiden', 'joko', 'widodo', 'nan', 'bukti', 'tata', 'olah', 'vaksinasi', 'ni', 'harap', 'din', 'orang']",positif,1
765,"['menkes', 'budi', 'gunadi', 'sadikin', 'indonesia', 'tenang', 'lantar', 'aman', 'dosis']",positif,1
766,"['menkes', 'budi', 'gunadi', 'sadikin', 'yng', 'bhwa', 'endonesia', 'bs', 'tnng', 'lantar', 'tlh', 'amankn', 'dosis', 'vaksin', 'utk']",positif,1
767,"['menkes', 'budi', 'gunadi', 'sadikin', 'yng', 'bhwa', 'endonesia', 'bsa', 'tnng', 'lantar', 'tlh', 'amankn', 'dosis', 'vaksin']",positif,1
768,"['menkes', 'amal', 'gunadi', 'sadikin', 'nan', 'lapor', 'republik', 'indonesia', 'sepi', 'pasal', 'suah', 'aman']",positif,1
769,"['menkes', 'budi', 'gunadi', 'sadikin', 'yg', 'bhw', 'endonesia', 'bsa', 'tnng', 'lantar', 'tlah', 'amankn', 'dosis', 'vaksin', 'unt']",positif,1
770,"['jokowi', 'kan', 'indonesia', 'hadap', 'tantang', 'vaksin', 'ikhtiar', 'disiplin']",positif,1
771,"['vaksin', 'covid', 'nyata', 'halal']",positif,1
772,"['vaksin', 'covid', 'nyata', 'halal', 'tetep']",positif,1
773,"['vaksin', 'covid', 'nyata', 'halal', 'teguh']",positif,1
774,"['vaksin', 'covid', 'nyata', 'halal', 'regular']",positif,1
775,"['vaksin', 'covid', 'nyata', 'halal', 'ttp']",positif,1
776,"['vaksin', 'covid', 'nyata', 'halal', 'tep']",positif,1
777,"['vaksin', 'capai', 'warga', 'masyarakat', 'indonesia', 'sehinga', 'sistem', 'kebal', 'masyarakat']",positif,1
778,"['vaksinasi', 'tahap', 'jateng', 'selesai', 'cepat', 'target', 'puskesmas', 'rumah']",positif,1
779,"['google', 'daya', 'kantor', 'vaksinasi']",positif,1
780,"['gorut', 'terima', 'vaksin', 'covid', 'sekda', 'canang', 'pekan']",positif,1
781,"['dukung', 'vaksinasi']",positif,1
782,"['alhamdulillah', 'vaksin', 'covid', 'jember']",positif,1
783,"['vaksinasi', 'vaksin', 'nggo']",negatif,0
784,"['presiden', 'ajak', 'umat', 'sukses', 'program', 'vaksinasi', 'covid']",positif,1
785,['mantap'],positif,1
786,"['viral', 'awat', 'takut', 'jarum', 'suntik', 'vaksin']",negatif,0
787,"['presiden', 'jokowi', 'besok', 'suntik', 'vaksin', 'covid', 'dosis']",positif,1
788,"['yakin', 'masyarakat', 'corona', 'aman', 'jabat', 'vaksin']",positif,1
789,"['kali', 'polsek', 'kalibagor', 'awal', 'vaksin', 'sinovac', 'kantor', 'dinas', 'sehat']",positif,1
790,"['bpom', 'izin', 'vaksin']",positif,1
791,"['vaksinasi', 'presiden', 'jokowi', 'siar', 'langsung', 'youtube']",positif,1
792,"['dukung', 'program', 'perintah', 'laksana', 'vaksinasi']",positif,1
793,"['sukses', 'vaksinasi', 'program', 'vaksinasi']",positif,1
794,"['vaksinasi', 'covid', 'kurang', 'transmisi', 'tular']",positif,1
795,"['urus', 'ikat', 'dokter', 'indonesia', 'pb', 'idi', 'dukung', 'laksa', 'vaksinasi']",positif,1
796,"['indonesia', 'bebas', 'covid', 'program']",positif,1
797,"['mari', 'sukses', 'vaksinasi', 'covid', 'indonesia', 'sehat', 'bebas']",positif,1
798,"['ayo', 'mari', 'vaksin', 'covid', 'kebal', 'covid']",positif,1
799,"['vaksin', 'covid', 'mari', 'lawan']",positif,1
800,"['ya', 'aman', 'lansia']",positif,1
801,"['vaksin', 'sebar', 'kecseluruh']",positif,1
802,"['insha', 'allah']",positif,1
803,"['pagi', 'jokowi', 'terima', 'vaksin', 'covid', 'dosis']",positif,1
804,"['lancar', 'vaksinasi', 'covid', 'kunci', 'pulih', 'ekonomi']",positif,1
805,"['selamat', 'pagi']",positif,1
806,"['ayo', 'takut', 'vaksinasi']",positif,1
807,"['indonesian', 'sehat', 'vaksinasi']",positif,1
808,"['indonesia', 'bebas']",positif,1
809,"['sebar', 'vaksin', 'covid', 'sinovac', 'wilayah', 'provinsi', 'jawa']",positif,1
810,[],positif,1
811,['uji'],positif,1
812,['lawan'],positif,1
813,[],positif,1
814,"['optimis', 'aja', 'pesimis', 'hilang']",positif,1
815,"['presiden', 'jalan', 'vaksinasi']",positif,1
816,"['dukung', 'program', 'vaksinasi', 'vaksinasi', 'cegah', 'sebar', 'virus']",positif,1
817,"['presiden', 'jokowi', 'terima', 'vaksin', 'dosis']",positif,1
818,"['dukung', 'vaksinasi', 'bentuk', 'lawan', 'covid', 'bebas', 'kovid']",positif,1
819,"['dukung', 'program', 'vaksinasi', 'nasional', 'bebas', 'kovid', 'percaya']",positif,1
820,"['vaksinasi', 'cegah', 'covid', 'bebas', 'kovid', 'percaya']",positif,1
821,"['covid', 'moga', 'ikhtiar', 'manfaat', '', 'pakai', 'masker', 'jaga', 'jarak', 'rajin', 'cuci']",positif,1
822,"['vaksinasi', 'terima', 'presiden', 'jokowi']",positif,1
823,"['presiden', 'jokowi', 'jalan', 'vaksinasi', 'covid', 'tahap', 'selang', 'minggu', 'dosis']",positif,1
824,"['urus', 'ikat', 'dokter', 'indonesia', 'idi', 'dukung', 'laksana', 'vaksinasi']",positif,1
825,[],positif,1
826,"['mari', 'lawan']",positif,1
827,"['pakai', 'vaksin', 'inggris', 'china', 'maroko', 'vaksinasi']",positif,1
828,"['mari', 'sukses', 'vaksinasi']",positif,1
829,"['indonesia', 'bebas', 'covid']",positif,1
830,['takut'],positif,1
831,"['pb', 'idi', 'dukunvan', 'laksana', 'vaksinasi']",positif,1
832,"['vaksinasi', 'masyarakat', 'agenda']",positif,1
833,"['presiden', 'joko', 'widodo', 'terima', 'vaksinasi', 'covid', 'tahap']",positif,1
834,"['terima', 'dosis', 'vaksin', 'covid', 'sinovac', 'jokowi', 'nggak']",positif,1
835,"['mari', 'sukses', 'program']",positif,1
836,"['vaksin', 'covid']",positif,1
837,['vaksinasi'],positif,1
838,['alhamdulillah'],positif,1
839,"['wakil', 'ketua', 'tim', 'dokter', 'presiden', 'abdul', 'muthalib', 'aku', 'tenang', 'suntik', 'vaksin', 'tahap']",positif,1
840,"['perintah', 'gencar', 'edukasi', 'vaksinasi', 'covid']",positif,1
841,"['dukung', 'program']",positif,1
842,"['warga', 'usia', 'atas', 'vaksin']",positif,1
843,"['vaksinasi', 'nakes', 'bangun', 'tahan', 'sehat']",positif,1
844,"['vaksin', 'bebas', 'covid', 'ya', 'vaksin', 'sunti', 'bentuk', 'antibody', 'tubuh']",positif,1
845,"['presiden', 'jabat', 'public', 'figure', 'laksana', 'vaksinasi', 'dosis']",positif,1
846,"['jokowi', 'suntik', 'vaksin', 'masyarakat', 'tengah']",positif,1
847,"['juru', 'bicara', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'vaksinasi']",positif,1
848,"['juru', 'ngejeplak', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'yg', 'bhwa', 'vaksinasi', 'iki', 'sngt', 'pnting']",positif,1
849,"['tukang', 'runding', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'nan', 'meri', 'vaksinasi', 'esensial']",positif,1
850,"['juru', 'ngmng', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'yng', 'bhwa', 'vaksinasi', 'iki', 'sangt', 'pnting', 'kpd']",positif,1
851,"['tukang', 'cak', 'bicara', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'nan', 'vaksinasi']",positif,1
852,"['juru', 'ngejeplak', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'yg', 'bhw', 'vaksinasi', 'inih', 'sangt', 'pnting']",positif,1
853,"['sudut', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'nan', 'vaksinasi', 'sungguhsungguh', 'esensial']",positif,1
854,"['masyarakat', 'takut', 'vaksinasi', 'ikut', 'program']",positif,1
855,"['masyrkt', 'nggal', 'prllu', 'tkut', 'vaksinasi', 'yng', 'palibg', 'pnting', 'kt', 'hrus', 'mlai', 'dri', 'sekarg', 'ikut', 'prgrm', 'pemerinth']",positif,1
856,"['masyrkt', 'prllu', 'atut', 'bkl', 'vaksinasi', 'yng', 'plg', 'pnting', 'kt', 'hrus', 'mlai', 'dr', 'sekrng', 'ikut', 'prgrm', 'pmrth', 'unt', 'putus']",positif,1
857,"['masyaralkat', 'gak', 'prllu', 'tkutlah', 'akn', 'vaksinasi', 'yng', 'plg', 'pnting', 'qta', 'kudu', 'mlai', 'dri', 'skr', 'ikut', 'prgrm', 'pemenrintah']",positif,1
858,"['juru', 'bicara', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'dukung', 'vaksinasi', 'kendor', 'protokol']",positif,1
859,"['bucu', 'runding', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'nan', 'utara', 'bopong', 'vaksinasi', 'kendor']",positif,1
860,"['juru', 'ngmng', 'vaksinasi', 'covid', 'siti', 'nadia', 'tarmizi', 'yg', 'bhw', 'dkng', 'vaksinasi', 'jng', 'kendor', 'protokol']",positif,1
861,"['wabup', 'publik', 'vaksin', 'suntik']",positif,1
862,"['pgamat', 'kbijakan', 'publik', 'saiful', 'yng', 'bhwa', 'prgrm', 'vaksinasi', 'adlh', 'upaya', 'pemerinth', 'yng', 'hrus', 'apresiasi']",positif,1
863,"['teliti', 'strategi', 'publik', 'saiful', 'nan', 'maklum', 'tata', 'olah', 'vaksinasi', 'tindak', 'negara', 'nan', 'wajar']",positif,1
864,"['pgamat', 'kbijakan', 'publik', 'saiful', 'yg', 'bhwa', 'prgrm', 'vaksinasi', 'adalh', 'upaya', 'govt', 'yng', 'kdu', 'apresiasi']",positif,1
865,"['kaji', 'platform', 'publik', 'saiful', 'nan', 'usul', 'rencana', 'vaksinasi', 'daya', 'negara', 'nan', 'wajib', 'apresiasi']",positif,1
866,"['kodim', 'jayawijaya', 'laksana', 'sosialisasi', 'covid', 'tingkat', 'klinik', 'rsud']",positif,1
867,"['menkes', 'budi', 'gunadi', 'sadikin', 'aku', 'tambah', 'nafsu', 'makan', 'suntik']",positif,1
868,"['selamat', 'joko', 'widodo', 'terima', 'sunti', 'vaksin', 'sinovac', 'tahap', 'moga']",positif,1
869,"['presiden', 'jokowi', 'masyarakat', 'vaksin', 'tengah']",positif,1
870,"['mari', 'sukses', 'covid', 'bukti', 'alhamdulillah', 'sehat', 'efek']",positif,1
871,"['ri', 'kgsn', 'ri', 'sedia', 'vaksin', 'cepat', 'tanggap', 'tugas', 'perlu']",positif,1
872,"['presiden', 'terima', 'sunti', 'vaksin', 'covid', 'yg']",positif,1
873,"['jokowi', 'target', 'masyarakat', 'vaksin', 'corona', 'tengah', 'februari', 'masyarakat']",positif,1
874,"['presiden', 'jokowi', 'target', 'vaksinasi', 'corona', 'juta', 'orang']",positif,1
875,"['presiden', 'ri', 'jokowi', 'kena', 'kaos', 'singlet', 'suntik', 'vaksin', 'covid', 'sinovac', 'istana', 'negara']",positif,1
876,"['ketua', 'pb', 'ikat', 'dokter', 'indonesia', 'idi', 'tenaga', 'sehat', 'khawatir']",positif,1
877,"['laksana', 'vaksinasi', 'covid', 'purwodadi', 'jalan', 'lancar', 'vaksinasi', 'puskesmas', 'gubug']",positif,1
878,"['vaksin', 'sinovac']",positif,1
879,"['vaksin', 'karna', 'karna', 'alumni']",negatif,0
880,"['fadjroel', 'vaksinasi', 'gulir']",positif,1
881,"['sri', 'mulyani', 'disiplin', 'prokes', 'vaksinasi', 'kunci', 'pulih']",positif,1
882,"['presiden', 'joko', 'widodo', 'terima', 'vaksinasi', 'covid', 'dosis', 'istana', 'presiden', 'rabu', '', '']",positif,1
883,"['raffi', 'ahmad', 'imbau', 'masyarakat', 'vaksin', 'aman', 'uji', 'vaksin']",positif,1
884,"['dukung', 'laksana', 'vaksinasi', 'covid']",positif,1
885,"['pandemi', 'lawan']",positif,1
886,"['lupa', 'ikut', 'saksi', 'live', 'streaming', 'vaksinasi', 'tahap', 'kamis', 'januari', 'wib']",positif,1
887,['teman'],positif,1
888,"['kelola', 'vaksin', 'jamin', 'aman', 'vaksin']",positif,1
889,"['alhamdulillah', 'vaksin', 'covid', 'buat', 'sinovac', 'aman']",positif,1
890,"['patuh', 'protokol', 'sehat']",positif,1
891,"['vaksin', 'aman', 'halal']",positif,1
892,"['vaksinasi', 'wali', 'kota', 'diri', 'forkopimda', 'kepala', 'dinas', 'sehat', 'tokoh', 'agama', 'organisasi']",positif,1
893,"['jateng', 'laksana', 'vaksinasi', 'tahap', 'lupa', 'saksi', 'live', 'streaming', 'vaksinasi', 'jateng', 'tahap', 'besok']",positif,1
894,"['pakar', 'epidemiologi', 'dr', 'tifauzia', 'tyassuma', 'vaksin', 'cacar', 'polio', 'bukti', 'sukses', 'butuh']",positif,1
895,"['vaksin', 'sinovac', 'distribusi', 'puskesmas', 'rumah']",positif,1
896,"['tahap', 'tahap', 'ikut', 'kawal', 'jaga', 'polsek', 'kalibagor', 'polresta', 'banyumas', 'sukses']",positif,1
897,"['vaksin', 'salah', 'solusi', 'lawan', 'sebar']",positif,1
898,['masyarakat'],positif,1
899,"['tokoh', 'jabat', 'diy', 'laksana', 'vaksinasi', 'covid']",positif,1
900,"['proses', 'vaksinasi', 'covid', 'tahap', 'kota', 'jogja']",positif,1
901,"['jelang', 'vaksinasi', 'wali', 'kota', 'forkompinda', 'jalan', 'screening']",positif,1
902,"['vaksinasi', 'covid', 'tahap', 'laksana', 'proses', 'laksana', 'vaksinasi', 'alur', 'layan']",positif,1
903,"['jaga', 'vaksin', 'sinovac', 'personil', 'polsek', 'kalibagor', 'tugas', 'polresta', 'banyumas', 'rsia', 'bunda', 'arif']",positif,1
904,"['vaksin', 'tuju', 'potong', 'mata', 'rantai', 'sebar']",positif,1
905,"['vaksin', 'indonesia', 'halal', 'ragu']",positif,1
906,"['mari', 'cegah', 'sebar', 'virus', 'corona', 'indonesia']",positif,1
907,"['lindung', 'keluarga', 'virus', 'covid', 'sembuh']",positif,1
908,['bangkit'],positif,1
909,['indonesia'],positif,1
910,"['pb', 'idi', 'dukung', 'laksana']",positif,1
911,"['mari', 'sukses']",positif,1
912,"['vaksin', 'selamat', 'mu', 'celaka']",positif,1
913,"['vaksinasi', 'covid', 'upaya', 'putus', 'sebar']",positif,1
914,"['vaksin', 'tubuh', 'kebal']",positif,1
915,"['program', 'vaksinasi', 'covid', 'nasional', 'gratis', 'resmi', 'januari', 'langkah', 'nilai']",positif,1
916,"['terima', 'vaksin', 'covid', 'malang', 'terima', 'sertifikat']",positif,1
917,"['lho', 'alas', 'vaksinasi', 'wajib']",positif,1
918,"['usia', 'bupati', 'malang', 'nyata']",positif,1
919,[],positif,1
920,"['rakyat', 'pemerintha', 'kolaborasi', 'atas', 'pandemi']",positif,1
921,"['rakyatm', 'brsama', 'dng', 'pemerintha', 'kdu', 'kolaborasi', 'ngatasin', 'pandemi']",positif,1
922,"['bala', 'tentara', 'gabung', 'pemerintha', 'serikat', 'ekang']",positif,1
